review_id,app_id,game_name,review_text,voted_up,playtime_hours,date,month,true_sentiment
rev_00218,892970,Valheim,Way too expensive for the amount of content. Feel cheated.,False,109.3,2023-10-21,2023-10,negative
rev_00219,1091500,Cyberpunk 2077,Multiplayer is super fun with friends. Matchmaking is fast and fair.,True,140.9,2024-02-09,2024-02,positive
rev_00220,1091500,Cyberpunk 2077,Worth every penny. The open world is huge and full of things to do.,True,30.4,2023-12-08,2023-12,positive
rev_00221,1174180,Red Dead Redemption 2,Okay game for the price. Not my favorite genre but playable.,False,40.3,2023-02-21,2023-02,neutral
rev_00222,1174180,Red Dead Redemption 2,The developers really listen to the community. Updates keep improving the game.,True,173.4,2023-01-28,2023-01,positive
rev_00223,892970,Valheim,Performance issues ruined my experience. Even low settings don't help.,False,52.0,2023-02-01,2023-02,negative
rev_00224,1091500,Cyberpunk 2077,"Amazing game, highly recommend. Spent 100+ hours and still not bored.",True,78.3,2024-01-07,2024-01,positive
rev_00225,1091500,Cyberpunk 2077,The developers abandoned this game after launch. No updates in 6 months.,False,45.1,2024-02-27,2024-02,negative
rev_00226,1245620,Elden Ring,No controller support. Keyboard only on a game that screams for gamepad.,False,116.4,2023-06-01,2023-06,negative
rev_00227,1174180,Red Dead Redemption 2,Has potential but needs more polish. Might revisit after updates.,False,39.8,2024-02-26,2024-02,neutral
rev_00228,1245620,Elden Ring,Terrible optimization. Constant stuttering even on high-end hardware.,False,8.1,2023-02-12,2023-02,negative
rev_00229,1245620,Elden Ring,"Amazing game, highly recommend. Spent 100+ hours and still not bored.",True,16.4,2023-10-05,2023-10,positive
rev_00230,892970,Valheim,Best purchase I've made this year. Graphics are stunning and controls are responsive.,True,33.3,2023-09-25,2023-09,positive
rev_00231,1174180,Red Dead Redemption 2,Riddled with bugs that break progression. Lost 10 hours of save data.,False,36.0,2023-09-20,2023-09,negative
rev_00232,1091500,Cyberpunk 2077,Toxic community and no anti-cheat system. Hackers everywhere online.,False,54.8,2023-12-10,2023-12,negative
rev_00233,892970,Valheim,Decent game but nothing groundbreaking. Gets repetitive after a while.,False,329.1,2023-11-28,2023-11,neutral
rev_00234,892970,Valheim,Riddled with bugs that break progression. Lost 10 hours of save data.,False,63.3,2023-07-15,2023-07,negative
rev_00235,1091500,Cyberpunk 2077,10/10 would buy again. The music and atmosphere are phenomenal.,True,9.0,2024-03-05,2024-03,positive
rev_00236,1174180,Red Dead Redemption 2,Controls are clunky and unresponsive. Feels unfinished.,False,63.3,2023-10-13,2023-10,negative
rev_00237,1203220,DEATH STRANDING,"Performance is great, no bugs encountered. Very polished experience.",True,47.5,2023-09-04,2023-09,positive
rev_00238,1091500,Cyberpunk 2077,Repetitive gameplay with nothing new after the first hour.,False,74.3,2024-02-24,2024-02,negative
rev_00239,1245620,Elden Ring,The developers really listen to the community. Updates keep improving the game.,True,27.7,2023-07-27,2023-07,positive
rev_00240,892970,Valheim,Best purchase I've made this year. Graphics are stunning and controls are responsive.,True,19.7,2023-07-11,2023-07,positive
rev_00241,1174180,Red Dead Redemption 2,"Finished it once, won't replay. Story is fine, gameplay serviceable.",False,4.5,2023-06-27,2023-06,neutral
rev_00242,1091500,Cyberpunk 2077,The crafting system is well thought out. Hours of content to explore.,True,68.1,2023-02-26,2023-02,positive
rev_00243,1245620,Elden Ring,"Performance is great, no bugs encountered. Very polished experience.",True,42.2,2023-09-22,2023-09,positive
rev_00244,1091500,Cyberpunk 2077,Combat feels satisfying and deep. Lots of build variety to experiment with.,True,142.6,2023-07-14,2023-07,positive
rev_00245,1091500,Cyberpunk 2077,Story is boring and predictable. Characters have zero depth.,False,6.5,2023-05-17,2023-05,negative
rev_00246,1245620,Elden Ring,The developers abandoned this game after launch. No updates in 6 months.,False,95.0,2023-03-12,2023-03,negative
rev_00247,1203220,DEATH STRANDING,"Great optimization, runs perfectly on my mid-range PC. Love the art style.",True,43.7,2023-06-26,2023-06,positive
rev_00248,892970,Valheim,No controller support. Keyboard only on a game that screams for gamepad.,False,86.3,2024-02-20,2024-02,negative
rev_00249,1203220,DEATH STRANDING,Performance issues ruined my experience. Even low settings don't help.,False,89.4,2023-01-09,2023-01,negative
rev_00250,1091500,Cyberpunk 2077,Solid game with regular updates. Dev team is responsive on forums.,True,19.5,2023-03-11,2023-03,positive
rev_00251,1174180,Red Dead Redemption 2,"Amazing game, highly recommend. Spent 100+ hours and still not bored.",True,42.8,2023-01-13,2023-01,positive
rev_00252,1091500,Cyberpunk 2077,Terrible optimization. Constant stuttering even on high-end hardware.,False,5.8,2023-03-17,2023-03,negative
rev_00253,1245620,Elden Ring,Incredible storyline with memorable characters. The voice acting is top notch.,True,9.6,2023-07-10,2023-07,positive
rev_00254,1174180,Red Dead Redemption 2,Would recommend only if you're a fan of this type of game specifically.,False,5.4,2024-01-02,2024-01,neutral
rev_00255,1245620,Elden Ring,Terrible optimization. Constant stuttering even on high-end hardware.,False,57.0,2023-03-09,2023-03,negative
rev_00256,892970,Valheim,10/10 would buy again. The music and atmosphere are phenomenal.,True,30.2,2023-11-09,2023-11,positive
rev_00257,1245620,Elden Ring,Incredible storyline with memorable characters. The voice acting is top notch.,True,29.1,2024-01-10,2024-01,positive
rev_00258,1203220,DEATH STRANDING,"Great optimization, runs perfectly on my mid-range PC. Love the art style.",True,3.3,2023-08-13,2023-08,positive
rev_00259,1203220,DEATH STRANDING,"Great optimization, runs perfectly on my mid-range PC. Love the art style.",True,146.3,2023-01-25,2023-01,positive
rev_00260,1245620,Elden Ring,Incredible storyline with memorable characters. The voice acting is top notch.,True,7.4,2024-01-16,2024-01,positive
rev_00261,892970,Valheim,"Performance is great, no bugs encountered. Very polished experience.",True,61.8,2023-03-17,2023-03,positive
rev_00262,1203220,DEATH STRANDING,Story is boring and predictable. Characters have zero depth.,False,4.7,2024-02-28,2024-02,negative
rev_00263,1091500,Cyberpunk 2077,Runs at a stable 60fps on ultra settings. Visually breathtaking.,True,5.1,2023-07-11,2023-07,positive
rev_00264,1203220,DEATH STRANDING,The UI is confusing and poorly designed. Hard to navigate menus.,False,52.1,2023-07-10,2023-07,negative
rev_00265,1091500,Cyberpunk 2077,Incredible storyline with memorable characters. The voice acting is top notch.,True,10.4,2023-07-20,2023-07,positive
rev_00266,892970,Valheim,Story is boring and predictable. Characters have zero depth.,False,5.6,2024-02-28,2024-02,negative
rev_00267,1091500,Cyberpunk 2077,Multiplayer is super fun with friends. Matchmaking is fast and fair.,True,38.1,2023-04-13,2023-04,positive
rev_00268,1174180,Red Dead Redemption 2,Incredible storyline with memorable characters. The voice acting is top notch.,True,76.5,2023-12-03,2023-12,positive
rev_00269,1203220,DEATH STRANDING,"Performance is great, no bugs encountered. Very polished experience.",True,11.8,2023-11-25,2023-11,positive
rev_00270,1174180,Red Dead Redemption 2,Toxic community and no anti-cheat system. Hackers everywhere online.,False,52.8,2023-06-05,2023-06,negative
rev_00271,1245620,Elden Ring,The developers really listen to the community. Updates keep improving the game.,True,10.5,2023-02-05,2023-02,positive
rev_00272,1091500,Cyberpunk 2077,"Finished it once, won't replay. Story is fine, gameplay serviceable.",False,32.2,2023-03-19,2023-03,neutral
rev_00273,1203220,DEATH STRANDING,Repetitive gameplay with nothing new after the first hour.,False,42.6,2023-08-21,2023-08,negative
rev_00274,1203220,DEATH STRANDING,Okay game for the price. Not my favorite genre but playable.,False,9.2,2023-06-03,2023-06,neutral
rev_00275,892970,Valheim,No controller support. Keyboard only on a game that screams for gamepad.,False,17.1,2023-08-02,2023-08,negative
rev_00276,1174180,Red Dead Redemption 2,Worth every penny. The open world is huge and full of things to do.,True,31.1,2023-09-02,2023-09,positive
rev_00277,1174180,Red Dead Redemption 2,Combat feels satisfying and deep. Lots of build variety to experiment with.,True,100.8,2024-02-28,2024-02,positive
rev_00278,1091500,Cyberpunk 2077,Multiplayer servers are always down. Can't even play online.,False,32.1,2023-10-18,2023-10,negative
rev_00279,1091500,Cyberpunk 2077,Would recommend only if you're a fan of this type of game specifically.,False,53.8,2023-08-11,2023-08,neutral
rev_00280,1203220,DEATH STRANDING,Absolutely love this game! The gameplay is smooth and the story is engaging.,True,30.9,2023-08-26,2023-08,positive
rev_00281,1174180,Red Dead Redemption 2,Combat feels satisfying and deep. Lots of build variety to experiment with.,True,10.5,2023-12-08,2023-12,positive
rev_00282,892970,Valheim,10/10 would buy again. The music and atmosphere are phenomenal.,True,9.6,2023-08-12,2023-08,positive
rev_00283,1174180,Red Dead Redemption 2,Incredible storyline with memorable characters. The voice acting is top notch.,True,57.8,2023-07-02,2023-07,positive
rev_00284,1174180,Red Dead Redemption 2,"Performance is great, no bugs encountered. Very polished experience.",True,57.7,2023-02-10,2023-02,positive
rev_00285,1174180,Red Dead Redemption 2,Would recommend only if you're a fan of this type of game specifically.,False,104.3,2023-12-11,2023-12,neutral
rev_00286,1091500,Cyberpunk 2077,Repetitive gameplay with nothing new after the first hour.,False,22.5,2023-10-21,2023-10,negative
rev_00287,892970,Valheim,Game crashes every 30 minutes. Unplayable in its current state.,False,19.5,2023-03-13,2023-03,negative
rev_00288,1174180,Red Dead Redemption 2,The crafting system is well thought out. Hours of content to explore.,True,89.3,2024-02-24,2024-02,positive
rev_00289,1203220,DEATH STRANDING,Multiplayer servers are always down. Can't even play online.,False,36.5,2023-02-01,2023-02,negative
rev_00290,1174180,Red Dead Redemption 2,The developers really listen to the community. Updates keep improving the game.,True,21.9,2023-05-25,2023-05,positive
rev_00291,892970,Valheim,"Amazing game, highly recommend. Spent 100+ hours and still not bored.",True,9.4,2023-04-10,2023-04,positive
rev_00292,1091500,Cyberpunk 2077,Toxic community and no anti-cheat system. Hackers everywhere online.,False,68.1,2023-09-17,2023-09,negative
rev_00293,1091500,Cyberpunk 2077,Solid game with regular updates. Dev team is responsive on forums.,True,49.1,2023-11-20,2023-11,positive
rev_00294,892970,Valheim,Loved every minute of it. The puzzles are clever and rewarding.,True,60.0,2023-03-20,2023-03,positive
rev_00295,1245620,Elden Ring,Multiplayer is super fun with friends. Matchmaking is fast and fair.,True,23.7,2023-12-24,2023-12,positive
rev_00296,1245620,Elden Ring,No controller support. Keyboard only on a game that screams for gamepad.,False,70.0,2023-08-15,2023-08,negative
rev_00297,1245620,Elden Ring,Solid game with regular updates. Dev team is responsive on forums.,True,77.7,2023-09-27,2023-09,positive
rev_00298,1245620,Elden Ring,False advertising. The trailers showed nothing like the actual game.,False,209.2,2023-06-15,2023-06,negative
rev_00299,1174180,Red Dead Redemption 2,"Performance is great, no bugs encountered. Very polished experience.",True,28.1,2024-01-06,2024-01,positive
